race_id,当前显示名,中文名,英文名,等级,赛事类别,地区,场地,赛场,距离,月份,半月,赛季,年龄条件,性别限定,中文来源,英文来源,核对备注
two-win-dirt-5-2-early-fukushima-1200-6,福岛泥地1200m二胜战,福岛泥地1200m二胜战,Fukushima Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,福岛,1200,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-2-early-nakayama-1900-5,中山泥地1900m二胜战,中山泥地1900m二胜战,Nakayama Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,中山,1900,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-2-early-tokyo-1700-4,东京泥地1700m二胜战,东京泥地1700m二胜战,Tokyo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,东京,1700,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-4-2-early-kokura-1400-3,小仓草地1400m二胜战,小仓草地1400m二胜战,Kokura Turf 1400m Two-Win Class,2胜,two-win,日本,草地,小仓,1400,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-2-early-nakayama-2200-2,中山草地2200m二胜战,中山草地2200m二胜战,Nakayama Turf 2200m Two-Win Class,2胜,two-win,日本,草地,中山,2200,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-2-early-tokyo-1800-1,东京草地1800m二胜战,东京草地1800m二胜战,Tokyo Turf 1800m Two-Win Class,2胜,two-win,日本,草地,东京,1800,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-2-early-kokura-1200-3,小仓草地1200m二胜战,小仓草地1200m二胜战,Kokura Turf 1200m Two-Win Class,2胜,two-win,日本,草地,小仓,1200,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-2-early-nakayama-2000-2,中山草地2000m二胜战,中山草地2000m二胜战,Nakayama Turf 2000m Two-Win Class,2胜,two-win,日本,草地,中山,2000,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-2-early-tokyo-1600-1,东京草地1600m二胜战,东京草地1600m二胜战,Tokyo Turf 1600m Two-Win Class,2胜,two-win,日本,草地,东京,1600,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-2-early-fukushima-1400-4,福岛泥地1400m三胜战,福岛泥地1400m三胜战,Fukushima Dirt 1400m Three-Win Class,3胜,three-win,日本,泥地,福岛,1400,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-2-early-nakayama-1900-3,中山泥地1900m三胜战,中山泥地1900m三胜战,Nakayama Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,中山,1900,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-2-early-fukushima-1200-4,福岛泥地1200m三胜战,福岛泥地1200m三胜战,Fukushima Dirt 1200m Three-Win Class,3胜,three-win,日本,泥地,福岛,1200,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-2-early-nakayama-1800-3,中山泥地1800m三胜战,中山泥地1800m三胜战,Nakayama Dirt 1800m Three-Win Class,3胜,three-win,日本,泥地,中山,1800,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-4-2-early-kokura-1200-2,小仓草地1200m三胜战,小仓草地1200m三胜战,Kokura Turf 1200m Three-Win Class,3胜,three-win,日本,草地,小仓,1200,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-4-2-early-tokyo-2000-1,东京草地2000m三胜战,东京草地2000m三胜战,Tokyo Turf 2000m Three-Win Class,3胜,three-win,日本,草地,东京,2000,2,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-5-2-early-kokura-2400-2,小仓草地2400m三胜战,小仓草地2400m三胜战,Kokura Turf 2400m Three-Win Class,3胜,three-win,日本,草地,小仓,2400,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-5-2-early-tokyo-1800-1,东京草地1800m三胜战,东京草地1800m三胜战,Tokyo Turf 1800m Three-Win Class,3胜,three-win,日本,草地,东京,1800,2,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-early-fukushima-1000-2,福岛泥地1000m未胜利战,福岛泥地1000m未胜利战,Fukushima Dirt 1000m Maiden,未胜利,maiden,日本,泥地,福岛,1000,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-early-kokura-1400-1,小仓泥地1400m未胜利战,小仓泥地1400m未胜利战,Kokura Dirt 1400m Maiden,未胜利,maiden,日本,泥地,小仓,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-early-nakayama-1800-4,中山泥地1800m未胜利战,中山泥地1800m未胜利战,Nakayama Dirt 1800m Maiden,未胜利,maiden,日本,泥地,中山,1800,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-early-tokyo-1400-3,东京泥地1400m未胜利战,东京泥地1400m未胜利战,Tokyo Dirt 1400m Maiden,未胜利,maiden,日本,泥地,东京,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-early-fukushima-1000-4,福岛草地1000m未胜利战,福岛草地1000m未胜利战,Fukushima Turf 1000m Maiden,未胜利,maiden,日本,草地,福岛,1000,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-early-kokura-1400-3,小仓草地1400m未胜利战,小仓草地1400m未胜利战,Kokura Turf 1400m Maiden,未胜利,maiden,日本,草地,小仓,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-early-nakayama-1800-2,中山草地1800m未胜利战,中山草地1800m未胜利战,Nakayama Turf 1800m Maiden,未胜利,maiden,日本,草地,中山,1800,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-early-tokyo-1400-1,东京草地1400m未胜利战,东京草地1400m未胜利战,Tokyo Turf 1400m Maiden,未胜利,maiden,日本,草地,东京,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-early-fukushima-1000-2,福岛泥地1000m新马战,福岛泥地1000m新马战,Fukushima Dirt 1000m Newcomer,新马,new,日本,泥地,福岛,1000,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-early-kokura-1400-1,小仓泥地1400m新马战,小仓泥地1400m新马战,Kokura Dirt 1400m Newcomer,新马,new,日本,泥地,小仓,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-early-nakayama-1800-4,中山泥地1800m新马战,中山泥地1800m新马战,Nakayama Dirt 1800m Newcomer,新马,new,日本,泥地,中山,1800,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-early-tokyo-1400-3,东京泥地1400m新马战,东京泥地1400m新马战,Tokyo Dirt 1400m Newcomer,新马,new,日本,泥地,东京,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-early-fukushima-1000-4,福岛草地1000m新马战,福岛草地1000m新马战,Fukushima Turf 1000m Newcomer,新马,new,日本,草地,福岛,1000,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-early-kokura-1400-3,小仓草地1400m新马战,小仓草地1400m新马战,Kokura Turf 1400m Newcomer,新马,new,日本,草地,小仓,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-early-nakayama-1800-2,中山草地1800m新马战,中山草地1800m新马战,Nakayama Turf 1800m Newcomer,新马,new,日本,草地,中山,1800,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-early-tokyo-1400-1,东京草地1400m新马战,东京草地1400m新马战,Tokyo Turf 1400m Newcomer,新马,new,日本,草地,东京,1400,2,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
kyoto-kinen,京都记念,京都记念,Kyoto Kinen,G2,g2,日本,草地,京都,2200,2,1,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
kisaragi-sho,如月赏,如月赏,Kisaragi Sho,G3,g3,日本,草地,京都,1800,2,1,三岁冬,3岁,,现有中文,由ID自动生成待核对,
negishi-stakes,根岸S,根岸锦标,Negishi Stakes,G3,g3,日本,泥地,东京,1400,2,1,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
queen-cup,皇后杯,皇后杯,Queen Cup,G3,g3,日本,草地,东京,1600,2,1,三岁冬,3岁,牝马,现有中文,由ID自动生成待核对,
silk-road-stakes,丝路S,丝路锦标,Silk Road Stakes,G3,g3,日本,草地,京都,1200,2,1,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
tokinominoru-kinen,共同通信杯,共同通信杯,Tokinominoru Kinen,G3,g3,日本,草地,东京,1800,2,1,三岁冬,3岁,,现有中文,由ID自动生成待核对,
tokyo-shimbun-hai,东京新闻杯,东京新闻杯,Tokyo Shimbun Hai,G3,g3,日本,草地,东京,1600,2,1,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
queen-sho,皇后赏,皇后赏,Queen Sho,JpnIII,jpn3,日本,泥地,船桥,1800,2,1,四岁冬,4岁以上,牝马,现有中文,由ID自动生成待核对,
saga-kinen,佐贺记念,佐贺记念,Saga Kinen,JpnIII,jpn3,日本,泥地,佐贺,2000,2,1,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
elfin-stakes,エルフィンS,妖精锦标,Elfin Stakes,L,op,日本,草地,京都,1600,2,1,三岁冬,3岁,牝马,自译待核对,由ID自动生成待核对,
rakuyo-stakes,洛陽S,洛陽锦标,Rakuyo Stakes,L,op,日本,草地,京都,1600,2,1,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
aldebaran-stakes,アルデバランS,毕宿五锦标,Aldebaran Stakes,OP,op,日本,泥地,京都,1900,2,1,四岁冬,4岁以上,,自译待核对,由ID自动生成待核对,
one-win-dirt-3-2-late-hanshin-1600-6,阪神泥地1600m一胜战,阪神泥地1600m一胜战,Hanshin Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,阪神,1600,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-2-late-kokura-1800-7,小仓泥地1800m一胜战,小仓泥地1800m一胜战,Kokura Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,小仓,1800,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-2-late-kyoto-1200-5,京都泥地1200m一胜战,京都泥地1200m一胜战,Kyoto Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,京都,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-2-late-hanshin-1200-6,阪神泥地1200m一胜战,阪神泥地1200m一胜战,Hanshin Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,阪神,1200,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-2-late-kokura-1600-7,小仓泥地1600m一胜战,小仓泥地1600m一胜战,Kokura Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,小仓,1600,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-2-late-kyoto-1900-5,京都泥地1900m一胜战,京都泥地1900m一胜战,Kyoto Dirt 1900m One-Win Class,1胜,one-win,日本,泥地,京都,1900,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-3-2-late-chukyo-2000-4,中京草地2000m一胜战,中京草地2000m一胜战,Chukyo Turf 2000m One-Win Class,1胜,one-win,日本,草地,中京,2000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-2-late-hanshin-1200-2,阪神草地1200m一胜战,阪神草地1200m一胜战,Hanshin Turf 1200m One-Win Class,1胜,one-win,日本,草地,阪神,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-2-late-kokura-1600-3,小仓草地1600m一胜战,小仓草地1600m一胜战,Kokura Turf 1600m One-Win Class,1胜,one-win,日本,草地,小仓,1600,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-2-late-kyoto-2200-1,京都草地2200m一胜战,京都草地2200m一胜战,Kyoto Turf 2200m One-Win Class,1胜,one-win,日本,草地,京都,2200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-4-2-late-chukyo-1600-4,中京草地1600m一胜战,中京草地1600m一胜战,Chukyo Turf 1600m One-Win Class,1胜,one-win,日本,草地,中京,1600,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-2-late-hanshin-2400-2,阪神草地2400m一胜战,阪神草地2400m一胜战,Hanshin Turf 2400m One-Win Class,1胜,one-win,日本,草地,阪神,2400,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-2-late-kokura-1200-3,小仓草地1200m一胜战,小仓草地1200m一胜战,Kokura Turf 1200m One-Win Class,1胜,one-win,日本,草地,小仓,1200,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-2-late-kyoto-2000-1,京都草地2000m一胜战,京都草地2000m一胜战,Kyoto Turf 2000m One-Win Class,1胜,one-win,日本,草地,京都,2000,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-2-late-chukyo-1600-6,中京泥地1600m二胜战,中京泥地1600m二胜战,Chukyo Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,中京,1600,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-2-late-hanshin-1200-5,阪神泥地1200m二胜战,阪神泥地1200m二胜战,Hanshin Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,阪神,1200,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-2-late-kyoto-1900-4,京都泥地1900m二胜战,京都泥地1900m二胜战,Kyoto Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,京都,1900,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-2-late-chukyo-1400-6,中京泥地1400m二胜战,中京泥地1400m二胜战,Chukyo Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,中京,1400,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-2-late-hanshin-2400-5,阪神泥地2400m二胜战,阪神泥地2400m二胜战,Hanshin Dirt 2400m Two-Win Class,2胜,two-win,日本,泥地,阪神,2400,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-2-late-kyoto-1800-4,京都泥地1800m二胜战,京都泥地1800m二胜战,Kyoto Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,京都,1800,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-4-2-late-hanshin-2400-2,阪神草地2400m二胜战,阪神草地2400m二胜战,Hanshin Turf 2400m Two-Win Class,2胜,two-win,日本,草地,阪神,2400,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-2-late-kokura-1600-3,小仓草地1600m二胜战,小仓草地1600m二胜战,Kokura Turf 1600m Two-Win Class,2胜,two-win,日本,草地,小仓,1600,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-2-late-kyoto-2000-1,京都草地2000m二胜战,京都草地2000m二胜战,Kyoto Turf 2000m Two-Win Class,2胜,two-win,日本,草地,京都,2000,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-2-late-hanshin-2200-2,阪神草地2200m二胜战,阪神草地2200m二胜战,Hanshin Turf 2200m Two-Win Class,2胜,two-win,日本,草地,阪神,2200,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-2-late-kokura-1400-3,小仓草地1400m二胜战,小仓草地1400m二胜战,Kokura Turf 1400m Two-Win Class,2胜,two-win,日本,草地,小仓,1400,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-2-late-kyoto-1800-1,京都草地1800m二胜战,京都草地1800m二胜战,Kyoto Turf 1800m Two-Win Class,2胜,two-win,日本,草地,京都,1800,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-2-late-chukyo-1600-4,中京泥地1600m三胜战,中京泥地1600m三胜战,Chukyo Dirt 1600m Three-Win Class,3胜,three-win,日本,泥地,中京,1600,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-2-late-hanshin-2400-3,阪神泥地2400m三胜战,阪神泥地2400m三胜战,Hanshin Dirt 2400m Three-Win Class,3胜,three-win,日本,泥地,阪神,2400,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-2-late-chukyo-1400-4,中京泥地1400m三胜战,中京泥地1400m三胜战,Chukyo Dirt 1400m Three-Win Class,3胜,three-win,日本,泥地,中京,1400,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-2-late-hanshin-1900-3,阪神泥地1900m三胜战,阪神泥地1900m三胜战,Hanshin Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,阪神,1900,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-4-2-late-kokura-1400-2,小仓草地1400m三胜战,小仓草地1400m三胜战,Kokura Turf 1400m Three-Win Class,3胜,three-win,日本,草地,小仓,1400,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-4-2-late-kyoto-2200-1,京都草地2200m三胜战,京都草地2200m三胜战,Kyoto Turf 2200m Three-Win Class,3胜,three-win,日本,草地,京都,2200,2,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-5-2-late-kokura-1200-2,小仓草地1200m三胜战,小仓草地1200m三胜战,Kokura Turf 1200m Three-Win Class,3胜,three-win,日本,草地,小仓,1200,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-5-2-late-kyoto-2000-1,京都草地2000m三胜战,京都草地2000m三胜战,Kyoto Turf 2000m Three-Win Class,3胜,three-win,日本,草地,京都,2000,2,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-late-chukyo-1200-2,中京泥地1200m未胜利战,中京泥地1200m未胜利战,Chukyo Dirt 1200m Maiden,未胜利,maiden,日本,泥地,中京,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-late-hanshin-1200-4,阪神泥地1200m未胜利战,阪神泥地1200m未胜利战,Hanshin Dirt 1200m Maiden,未胜利,maiden,日本,泥地,阪神,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-late-kokura-1000-1,小仓泥地1000m未胜利战,小仓泥地1000m未胜利战,Kokura Dirt 1000m Maiden,未胜利,maiden,日本,泥地,小仓,1000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-2-late-kyoto-1600-3,京都泥地1600m未胜利战,京都泥地1600m未胜利战,Kyoto Dirt 1600m Maiden,未胜利,maiden,日本,泥地,京都,1600,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-late-chukyo-1200-4,中京草地1200m未胜利战,中京草地1200m未胜利战,Chukyo Turf 1200m Maiden,未胜利,maiden,日本,草地,中京,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-late-hanshin-2000-2,阪神草地2000m未胜利战,阪神草地2000m未胜利战,Hanshin Turf 2000m Maiden,未胜利,maiden,日本,草地,阪神,2000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-late-kokura-1000-3,小仓草地1000m未胜利战,小仓草地1000m未胜利战,Kokura Turf 1000m Maiden,未胜利,maiden,日本,草地,小仓,1000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-2-late-kyoto-1600-1,京都草地1600m未胜利战,京都草地1600m未胜利战,Kyoto Turf 1600m Maiden,未胜利,maiden,日本,草地,京都,1600,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-late-chukyo-1200-2,中京泥地1200m新马战,中京泥地1200m新马战,Chukyo Dirt 1200m Newcomer,新马,new,日本,泥地,中京,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-late-hanshin-1200-4,阪神泥地1200m新马战,阪神泥地1200m新马战,Hanshin Dirt 1200m Newcomer,新马,new,日本,泥地,阪神,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-late-kokura-1000-1,小仓泥地1000m新马战,小仓泥地1000m新马战,Kokura Dirt 1000m Newcomer,新马,new,日本,泥地,小仓,1000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-2-late-kyoto-1600-3,京都泥地1600m新马战,京都泥地1600m新马战,Kyoto Dirt 1600m Newcomer,新马,new,日本,泥地,京都,1600,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-late-chukyo-1200-4,中京草地1200m新马战,中京草地1200m新马战,Chukyo Turf 1200m Newcomer,新马,new,日本,草地,中京,1200,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-late-hanshin-2000-2,阪神草地2000m新马战,阪神草地2000m新马战,Hanshin Turf 2000m Newcomer,新马,new,日本,草地,阪神,2000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-late-kokura-1000-3,小仓草地1000m新马战,小仓草地1000m新马战,Kokura Turf 1000m Newcomer,新马,new,日本,草地,小仓,1000,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-2-late-kyoto-1600-1,京都草地1600m新马战,京都草地1600m新马战,Kyoto Turf 1600m Newcomer,新马,new,日本,草地,京都,1600,2,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
february-stakes,二月锦标,二月锦标,February Stakes,G1,g1,日本,泥地,东京,1600,2,2,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
nakayama-kinen,中山记念,中山记念,Nakayama Kinen,G2,g2,日本,草地,中山,1800,2,2,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
diamond-stakes,钻石S,钻石锦标,Diamond Stakes,G3,g3,日本,草地,东京,3400,2,2,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
hankyu-hai,阪急杯,阪急杯,Hankyu Hai,G3,g3,日本,草地,阪神,1400,2,2,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
kokura-daishoten,小仓大赏典,小仓大赏典,Kokura Daishoten,G3,g3,日本,草地,小仓,1800,2,2,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
iris-kinen,鸢尾花记念,鸢尾花记念,Iris Kinen,JpnIII,jpn3,日本,泥地,名古屋,1500,2,2,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
kumotori-sho,云取赏,云取赏,Kumotori Sho,JpnIII,jpn3,日本,泥地,大井,1800,2,2,三岁冬,3岁,,现有中文,由ID自动生成待核对,
hyacinth-stakes,ヒヤシンスS,风信子锦标,Hyacinth Stakes,L,op,日本,泥地,东京,1600,2,2,三岁冬,3岁,,自译待核对,由ID自动生成待核对,
marguerite-stakes,マーガレットS,雏菊锦标,Marguerite Stakes,L,op,日本,草地,阪神,1200,2,2,三岁冬,3岁,,自译待核对,由ID自动生成待核对,
nigawa-stakes,仁川S,仁川锦标,Nigawa Stakes,L,op,日本,泥地,阪神,2000,2,2,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
sumire-stakes,すみれS,紫罗兰锦标,Sumire Stakes,L,op,日本,草地,阪神,2200,2,2,三岁冬,3岁,,自译待核对,由ID自动生成待核对,
one-win-dirt-3-3-early-fukushima-1200-7,福岛泥地1200m一胜战,福岛泥地1200m一胜战,Fukushima Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,福岛,1200,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-3-early-nakayama-1800-6,中山泥地1800m一胜战,中山泥地1800m一胜战,Nakayama Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,中山,1800,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-3-early-tokyo-1600-5,东京泥地1600m一胜战,东京泥地1600m一胜战,Tokyo Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,东京,1600,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-3-early-fukushima-1800-7,福岛泥地1800m一胜战,福岛泥地1800m一胜战,Fukushima Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,福岛,1800,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-3-early-nakayama-1600-6,中山泥地1600m一胜战,中山泥地1600m一胜战,Nakayama Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,中山,1600,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-3-early-tokyo-1200-5,东京泥地1200m一胜战,东京泥地1200m一胜战,Tokyo Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,东京,1200,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
one-win-turf-3-3-early-fukushima-2000-3,福岛草地2000m一胜战,福岛草地2000m一胜战,Fukushima Turf 2000m One-Win Class,1胜,one-win,日本,草地,福岛,2000,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-3-early-nakayama-1600-2,中山草地1600m一胜战,中山草地1600m一胜战,Nakayama Turf 1600m One-Win Class,1胜,one-win,日本,草地,中山,1600,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-3-early-niigata-2400-4,新潟草地2400m一胜战,新潟草地2400m一胜战,Niigata Turf 2400m One-Win Class,1胜,one-win,日本,草地,新潟,2400,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-3-early-tokyo-1200-1,东京草地1200m一胜战,东京草地1200m一胜战,Tokyo Turf 1200m One-Win Class,1胜,one-win,日本,草地,东京,1200,3,1,三岁春,3岁,,现有中文,按条件赛规则生成,
one-win-turf-4-3-early-fukushima-1600-3,福岛草地1600m一胜战,福岛草地1600m一胜战,Fukushima Turf 1600m One-Win Class,1胜,one-win,日本,草地,福岛,1600,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-3-early-nakayama-1200-2,中山草地1200m一胜战,中山草地1200m一胜战,Nakayama Turf 1200m One-Win Class,1胜,one-win,日本,草地,中山,1200,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-3-early-niigata-2000-4,新潟草地2000m一胜战,新潟草地2000m一胜战,Niigata Turf 2000m One-Win Class,1胜,one-win,日本,草地,新潟,2000,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-3-early-tokyo-2400-1,东京草地2400m一胜战,东京草地2400m一胜战,Tokyo Turf 2400m One-Win Class,1胜,one-win,日本,草地,东京,2400,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-3-early-nakayama-1900-5,中山泥地1900m二胜战,中山泥地1900m二胜战,Nakayama Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,中山,1900,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-3-early-niigata-1400-6,新潟泥地1400m二胜战,新潟泥地1400m二胜战,Niigata Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,新潟,1400,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-3-early-tokyo-1700-4,东京泥地1700m二胜战,东京泥地1700m二胜战,Tokyo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,东京,1700,3,1,四岁春,4岁,,现有中文,按条件赛规则生成,
